Latitude (decimal degrees):	48.211
Longitude (decimal degrees):	9.034
Elevation (m):	730
Radiation database:	PVGIS-SARAH3


Slope: 30 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20231006:2310,0.0,0.0,0.0,9.05,2.07,0.0
20231007:0010,0.0,0.0,0.0,8.85,2.14,0.0
20231007:0110,0.0,0.0,0.0,8.41,2.07,0.0
20231007:0210,0.0,0.0,0.0,8.11,2.0,0.0
20231007:0310,0.0,0.0,0.0,7.7,1.86,0.0
20231007:0410,0.0,0.0,0.0,7.21,1.72,0.0
20231007:0510,0.0,0.0,0.0,6.88,1.72,0.0
20231007:0610,58.37,94.97,5.78,6.61,1.79,0.0
20231007:0710,282.15,345.78,15.11,8.41,1.86,0.0
20231007:0810,466.01,564.72,23.47,12.04,1.79,0.0
20231007:0910,553.68,679.87,30.25,14.74,2.28,0.0
20231007:1010,177.36,227.17,34.77,16.2,2.62,0.0
20231007:1110,324.78,402.82,36.37,17.57,2.83,0.0
20231007:1210,454.23,562.65,34.79,18.59,3.03,0.0
20231007:1310,173.57,225.03,30.29,19.16,3.1,0.0
20231007:1410,342.17,425.66,23.53,19.26,2.97,0.0
20231007:1510,149.62,198.5,15.18,18.92,2.41,0.0
20231007:1610,50.74,86.85,5.85,17.6,2.21,0.0
20231007:1710,0.0,0.0,0.0,15.81,2.34,0.0
20231007:1810,0.0,0.0,0.0,14.6,2.41,0.0
20231007:1910,0.0,0.0,0.0,13.37,2.62,0.0
20231007:2010,0.0,0.0,0.0,12.95,2.62,0.0
20231007:2110,0.0,0.0,0.0,12.81,2.62,0.0
20231007:2210,0.0,0.0,0.0,12.64,2.55,0.0
20231007:2310,0.0,0.0,0.0,12.5,2.48,0.0
20231008:0010,0.0,0.0,0.0,12.4,2.41,0.0
20231008:0110,0.0,0.0,0.0,12.2,2.41,0.0
20231008:0210,0.0,0.0,0.0,11.98,2.41,0.0
20231008:0310,0.0,0.0,0.0,11.7,2.41,0.0
20231008:0410,0.0,0.0,0.0,11.48,2.34,0.0
20231008:0510,0.0,0.0,0.0,11.21,2.21,0.0
20231008:0610,13.26,28.06,5.53,10.94,2.0,0.0
20231008:0710,213.85,269.38,14.85,12.34,2.0,0.0
20231008:0810,319.72,393.84,23.18,15.49,1.86,0.0
20231008:0910,401.74,498.96,29.93,18.43,2.21,0.0
20231008:1010,637.15,809.14,34.41,20.16,2.62,0.0
20231008:1110,649.01,828.55,35.99,20.7,2.62,0.0
20231008:1210,236.68,303.44,34.4,21.31,2.48,0.0
20231008:1310,224.47,288.88,29.91,21.63,2.28,0.0
20231008:1410,392.16,495.78,23.16,21.66,2.07,0.0
20231008:1510,250.73,327.59,14.83,21.07,1.59,0.0
20231008:1610,44.37,80.29,5.51,19.93,1.66,0.0
20231008:1710,0.0,0.0,0.0,18.29,1.66,0.0
20231008:1810,0.0,0.0,0.0,16.67,1.45,0.0
20231008:1910,0.0,0.0,0.0,15.06,2.21,0.0
20231008:2010,0.0,0.0,0.0,14.48,2.14,0.0
20231008:2110,0.0,0.0,0.0,14.14,2.14,0.0
20231008:2210,0.0,0.0,0.0,14.02,2.28,0.0
20231008:2310,0.0,0.0,0.0,13.82,2.34,0.0
20231009:0010,0.0,0.0,0.0,13.65,2.41,0.0
20231009:0110,0.0,0.0,0.0,13.56,2.48,0.0
20231009:0210,0.0,0.0,0.0,13.61,2.62,0.0
20231009:0310,0.0,0.0,0.0,13.61,2.69,0.0
20231009:0410,0.0,0.0,0.0,13.6,2.62,0.0
20231009:0510,0.0,0.0,0.0,13.76,2.48,0.0
20231009:0610,14.33,29.87,5.28,13.77,2.21,0.0
20231009:0710,201.76,257.64,14.58,14.8,2.28,0.0
20231009:0810,161.76,209.54,22.88,17.34,2.07,0.0
20231009:0910,136.92,182.26,29.6,19.49,2.69,0.0
20231009:1010,254.2,322.57,34.05,20.7,3.24,0.0
20231009:1110,205.49,265.59,35.61,21.49,3.45,0.0
20231009:1210,72.46,105.95,34.01,21.82,3.52,0.0
20231009:1310,39.16,64.33,29.54,21.95,3.24,0.0
20231009:1410,107.46,148.43,22.8,21.54,2.34,0.0
20231009:1510,132.15,179.28,14.49,20.92,2.14,0.0
20231009:1610,21.03,42.6,5.18,19.89,2.07,0.0
20231009:1710,0.0,0.0,0.0,18.4,2.14,0.0
20231009:1810,0.0,0.0,0.0,17.31,2.21,0.0
20231009:1910,0.0,0.0,0.0,16.22,2.0,0.0
20231009:2010,0.0,0.0,0.0,15.48,1.86,0.0
20231009:2110,0.0,0.0,0.0,14.8,1.79,0.0
20231009:2210,0.0,0.0,0.0,14.28,1.66,0.0
20231009:2310,0.0,0.0,0.0,13.58,1.66,0.0
20231010:0010,0.0,0.0,0.0,12.81,1.59,0.0
20231010:0110,0.0,0.0,0.0,12.02,1.52,0.0
20231010:0210,0.0,0.0,0.0,11.43,1.52,0.0
20231010:0310,0.0,0.0,0.0,10.94,1.66,0.0
20231010:0410,0.0,0.0,0.0,10.58,1.72,0.0
20231010:0510,0.0,0.0,0.0,10.42,1.79,0.0
20231010:0610,10.17,23.53,5.04,9.88,1.72,0.0
20231010:0710,166.52,212.78,14.32,11.54,1.66,0.0
20231010:0810,393.18,483.88,22.59,14.64,1.24,0.0
20231010:0910,424.64,529.23,29.27,17.51,1.38,0.0
20231010:1010,228.78,292.13,33.69,19.17,1.66,0.0
20231010:1110,441.68,557.5,35.23,20.28,1.79,0.0
20231010:1210,452.43,572.3,33.63,20.88,1.86,0.0
20231010:1310,405.42,511.11,29.16,21.13,2.0,0.0
20231010:1410,147.95,196.59,22.44,21.04,2.0,0.0
20231010:1510,79.31,114.39,14.14,20.55,1.59,0.0
20231010:1610,15.74,34.23,4.85,19.38,1.52,0.0
20231010:1710,0.0,0.0,0.0,17.87,1.72,0.0
20231010:1810,0.0,0.0,0.0,16.44,1.93,0.0
20231010:1910,0.0,0.0,0.0,15.23,2.07,0.0
20231010:2010,0.0,0.0,0.0,13.92,2.07,0.0
20231010:2110,0.0,0.0,0.0,13.21,2.07,0.0
20231010:2210,0.0,0.0,0.0,12.77,2.07,0.0
20231010:2310,0.0,0.0,0.0,12.41,2.07,0.0
20231011:0010,0.0,0.0,0.0,12.17,2.07,0.0
20231011:0110,0.0,0.0,0.0,11.89,2.07,0.0
20231011:0210,0.0,0.0,0.0,11.8,2.14,0.0
20231011:0310,0.0,0.0,0.0,11.7,2.14,0.0
20231011:0410,0.0,0.0,0.0,11.58,2.21,0.0
20231011:0510,0.0,0.0,0.0,11.5,2.28,0.0
20231011:0610,11.95,26.25,4.79,11.46,2.34,0.0
20231011:0710,260.4,326.09,14.05,12.75,2.34,0.0
20231011:0810,450.04,551.64,22.29,15.39,2.28,0.0
20231011:0910,588.31,731.6,28.95,17.74,2.76,0.0
20231011:1010,667.85,843.56,33.33,19.41,3.03,0.0
20231011:1110,692.14,880.57,34.85,20.56,3.24,0.0
20231011:1210,647.85,821.42,33.25,21.28,3.38,0.0
20231011:1310,569.56,716.71,28.79,21.54,3.38,0.0
20231011:1410,434.13,544.32,22.08,21.44,3.17,0.0
20231011:1510,234.24,306.09,13.8,20.87,2.41,0.0
20231011:1610,33.27,64.71,4.52,19.3,2.14,0.0
20231011:1710,0.0,0.0,0.0,17.39,2.41,0.0
20231011:1810,0.0,0.0,0.0,16.17,2.48,0.0
20231011:1910,0.0,0.0,0.0,15.55,2.69,0.0
20231011:2010,0.0,0.0,0.0,15.01,2.76,0.0
20231011:2110,0.0,0.0,0.0,14.65,2.83,0.0
20231011:2210,0.0,0.0,0.0,14.37,2.9,0.0
20231011:2310,0.0,0.0,0.0,14.16,3.03,0.0
20231012:0010,0.0,0.0,0.0,14.01,3.1,0.0
20231012:0110,0.0,0.0,0.0,13.92,3.17,0.0
20231012:0210,0.0,0.0,0.0,13.81,3.17,0.0
20231012:0310,0.0,0.0,0.0,13.74,3.17,0.0
20231012:0410,0.0,0.0,0.0,13.57,3.1,0.0
20231012:0510,0.0,0.0,0.0,13.39,3.03,0.0
20231012:0610,3.76,13.58,4.54,13.3,3.17,0.0
20231012:0710,126.77,167.53,13.78,14.29,3.17,0.0
20231012:0810,162.15,208.33,22.0,16.22,3.1,0.0
20231012:0910,150.73,196.62,28.62,17.78,3.66,0.0
20231012:1010,185.57,238.89,32.97,19.32,4.21,0.0
20231012:1110,660.1,825.26,34.47,20.18,4.41,0.0
20231012:1210,355.41,441.92,32.86,20.72,4.48,0.0
20231012:1310,126.21,170.17,28.42,21.0,4.21,0.0
20231012:1410,92.48,129.69,21.73,20.82,3.59,0.0
20231012:1510,45.6,72.09,13.46,20.21,3.1,0.0
20231012:1610,6.15,17.97,4.19,19.21,3.03,0.0
20231012:1710,0.0,0.0,0.0,17.92,2.9,0.0
20231012:1810,0.0,0.0,0.0,17.1,2.97,0.0
20231012:1910,0.0,0.0,0.0,16.87,2.9,0.0
20231012:2010,0.0,0.0,0.0,16.45,2.76,0.0
20231012:2110,0.0,0.0,0.0,16.15,2.83,0.0
20231012:2210,0.0,0.0,0.0,15.67,2.76,0.0
20231012:2310,0.0,0.0,0.0,15.22,2.76,0.0
20231013:0010,0.0,0.0,0.0,14.89,2.62,0.0
20231013:0110,0.0,0.0,0.0,14.4,2.48,0.0
20231013:0210,0.0,0.0,0.0,14.09,2.41,0.0
20231013:0310,0.0,0.0,0.0,13.8,2.48,0.0
20231013:0410,0.0,0.0,0.0,13.64,2.62,0.0
20231013:0510,0.0,0.0,0.0,13.48,2.62,0.0
20231013:0610,9.98,23.53,4.29,13.31,2.48,0.0
20231013:0710,244.0,307.85,13.51,14.21,2.97,0.0
20231013:0810,423.58,519.17,21.7,16.32,2.76,0.0
20231013:0910,596.36,740.42,28.29,18.48,3.31,0.0
20231013:1010,527.52,656.05,32.62,20.18,3.79,0.0
20231013:1110,673.77,852.09,34.09,21.35,3.93,0.0
20231013:1210,637.32,805.19,32.48,22.11,4.0,0.0
20231013:1310,557.92,701.53,28.05,22.47,3.86,0.0
20231013:1410,417.01,524.11,21.37,22.43,3.52,0.0
20231013:1510,230.64,302.66,13.13,21.75,3.17,0.0
20231013:1610,23.87,50.4,3.87,20.13,3.03,0.0
20231013:1710,0.0,0.0,0.0,18.45,3.03,0.0
20231013:1810,0.0,0.0,0.0,17.49,3.17,0.0
20231013:1910,0.0,0.0,0.0,16.93,3.72,0.0
20231013:2010,0.0,0.0,0.0,16.72,3.93,0.0
20231013:2110,0.0,0.0,0.0,16.58,4.07,0.0
20231013:2210,0.0,0.0,0.0,16.56,4.41,0.0
20231013:2310,0.0,0.0,0.0,16.64,4.62,0.0
20231014:0010,0.0,0.0,0.0,16.7,4.9,0.0
20231014:0110,0.0,0.0,0.0,16.96,5.31,0.0
20231014:0210,0.0,0.0,0.0,16.8,5.59,0.0
20231014:0310,0.0,0.0,0.0,16.39,5.79,0.0
20231014:0410,0.0,0.0,0.0,15.6,5.86,0.0
20231014:0510,0.0,0.0,0.0,14.81,5.59,0.0
20231014:0610,8.74,21.72,4.04,14.22,5.24,0.0
20231014:0710,159.93,206.42,13.24,14.47,5.17,0.0
20231014:0810,124.52,162.88,21.41,14.5,5.72,0.0
20231014:0910,27.91,48.24,27.97,15.01,4.48,0.0
20231014:1010,38.25,61.49,32.26,15.48,4.83,0.0
20231014:1110,56.89,84.19,33.72,14.82,4.41,0.0
20231014:1210,25.26,44.46,32.11,12.95,3.66,0.0
20231014:1310,33.55,54.87,27.68,12.02,2.97,0.0
20231014:1410,214.14,262.89,21.02,11.09,2.62,0.0
20231014:1510,36.85,58.65,12.79,10.61,2.97,0.0
20231014:1610,4.9,15.39,3.55,10.34,3.1,0.0
20231014:1710,0.0,0.0,0.0,9.92,3.31,0.0
20231014:1810,0.0,0.0,0.0,9.25,3.45,0.0
20231014:1910,0.0,0.0,0.0,7.81,3.03,0.0
20231014:2010,0.0,0.0,0.0,7.3,2.41,0.0
20231014:2110,0.0,0.0,0.0,7.06,2.07,0.0
20231014:2210,0.0,0.0,0.0,6.86,1.72,0.0
20231014:2310,0.0,0.0,0.0,6.56,1.52,0.0
20231015:0010,0.0,0.0,0.0,6.52,1.45,0.0
20231015:0110,0.0,0.0,0.0,6.24,1.38,0.0
20231015:0210,0.0,0.0,0.0,6.29,1.31,0.0
20231015:0310,0.0,0.0,0.0,6.35,1.59,0.0
20231015:0410,0.0,0.0,0.0,6.08,1.66,0.0
20231015:0510,0.0,0.0,0.0,5.58,1.72,0.0
20231015:0610,6.77,18.1,3.79,5.46,2.28,0.0
20231015:0710,15.27,30.27,12.97,5.67,1.86,0.0
20231015:0810,154.65,191.1,21.11,5.94,3.03,0.0
20231015:0910,403.4,471.0,27.64,6.51,2.97,0.0
20231015:1010,333.65,393.56,31.91,7.08,2.69,0.0
20231015:1110,102.68,134.33,33.35,7.26,3.03,0.0
20231015:1210,190.54,232.82,31.73,7.47,3.38,0.0
20231015:1310,360.39,422.34,27.32,7.45,3.52,0.0
20231015:1410,304.72,359.55,20.68,7.65,3.79,0.0
20231015:1510,95.52,127.07,12.46,7.55,3.93,0.0
20231015:1610,5.56,16.29,3.23,7.15,3.24,0.0
20231015:1710,0.0,0.0,0.0,6.42,2.0,0.0
20231015:1810,0.0,0.0,0.0,5.91,1.45,0.0
20231015:1910,0.0,0.0,0.0,5.01,1.24,0.0
20231015:2010,0.0,0.0,0.0,4.13,1.03,0.0
20231015:2110,0.0,0.0,0.0,3.54,1.03,0.0
20231015:2210,0.0,0.0,0.0,3.17,1.38,0.0
20231015:2310,0.0,0.0,0.0,2.75,1.52,0.0
20231016:0010,0.0,0.0,0.0,2.37,1.79,0.0
20231016:0110,0.0,0.0,0.0,2.42,1.86,0.0
20231016:0210,0.0,0.0,0.0,2.21,1.86,0.0
20231016:0310,0.0,0.0,0.0,2.04,1.86,0.0
20231016:0410,0.0,0.0,0.0,1.84,2.0,0.0
20231016:0510,0.0,0.0,0.0,1.6,2.07,0.0
20231016:0610,6.93,18.1,3.53,1.36,2.07,0.0
20231016:0710,210.8,254.86,12.7,1.72,1.52,0.0
20231016:0810,476.34,554.38,20.82,3.63,1.93,0.0
20231016:0910,611.08,717.3,27.32,5.47,2.62,0.0
20231016:1010,645.69,763.59,31.56,6.9,3.03,0.0
20231016:1110,733.62,879.34,32.98,7.99,3.17,0.0
20231016:1210,688.77,823.55,31.36,8.74,3.24,0.0
20231016:1310,610.24,724.6,26.96,9.15,3.31,0.0
20231016:1410,452.5,535.13,20.33,9.19,3.31,0.0
20231016:1510,246.24,304.53,12.14,8.75,3.17,0.0
20231016:1610,5.53,16.29,2.91,7.9,2.62,0.0
20231016:1710,0.0,0.0,0.0,6.56,2.55,0.0
20231016:1810,0.0,0.0,0.0,5.68,2.62,0.0
20231016:1910,0.0,0.0,0.0,4.73,2.48,0.0
20231016:2010,0.0,0.0,0.0,4.35,2.48,0.0
20231016:2110,0.0,0.0,0.0,3.99,2.34,0.0
20231016:2210,0.0,0.0,0.0,3.66,2.0,0.0
20231016:2310,0.0,0.0,0.0,3.19,1.93,0.0
20231017:0010,0.0,0.0,0.0,2.68,1.72,0.0
20231017:0110,0.0,0.0,0.0,2.17,1.59,0.0
20231017:0210,0.0,0.0,0.0,1.64,1.45,0.0
20231017:0310,0.0,0.0,0.0,1.18,1.31,0.0
20231017:0410,0.0,0.0,0.0,0.88,1.31,0.0
20231017:0510,0.0,0.0,0.0,0.72,1.17,0.0
20231017:0610,5.78,16.29,3.28,0.64,1.17,0.0
20231017:0710,147.71,183.45,12.43,1.62,1.17,0.0
20231017:0810,363.16,424.75,20.52,3.71,1.17,0.0
20231017:0910,517.77,612.48,26.99,5.68,1.31,0.0
20231017:1010,479.92,574.56,31.2,7.91,1.1,0.0
20231017:1110,494.58,601.27,32.61,9.91,0.83,0.0
20231017:1210,165.9,210.19,30.99,11.35,1.03,0.0
20231017:1310,111.41,147.61,26.6,12.07,1.31,0.0
20231017:1410,354.66,430.96,19.99,12.27,1.52,0.0
20231017:1510,181.53,232.68,11.81,11.82,1.66,0.0
20231017:1610,2.82,11.77,2.6,10.7,1.66,0.0
20231017:1710,0.0,0.0,0.0,9.01,1.72,0.0
20231017:1810,0.0,0.0,0.0,7.7,1.59,0.0
20231017:1910,0.0,0.0,0.0,6.02,1.66,0.0
20231017:2010,0.0,0.0,0.0,5.24,1.66,0.0
20231017:2110,0.0,0.0,0.0,4.67,1.59,0.0
20231017:2210,0.0,0.0,0.0,4.16,1.59,0.0
20231017:2310,0.0,0.0,0.0,3.81,1.52,0.0
20231018:0010,0.0,0.0,0.0,3.52,1.52,0.0
20231018:0110,0.0,0.0,0.0,3.07,1.52,0.0
20231018:0210,0.0,0.0,0.0,2.96,1.45,0.0
20231018:0310,0.0,0.0,0.0,2.9,1.59,0.0
20231018:0410,0.0,0.0,0.0,3.03,1.59,0.0
20231018:0510,0.0,0.0,0.0,2.92,1.59,0.0
20231018:0610,2.49,10.86,3.03,2.68,1.52,0.0
20231018:0710,110.71,142.76,12.16,3.51,1.45,0.0
20231018:0810,175.59,214.17,20.23,4.99,1.45,0.0
20231018:0910,124.6,159.09,26.67,6.74,1.52,0.0
20231018:1010,46.38,70.0,30.85,9.31,1.66,0.0
20231018:1110,98.98,132.44,32.24,10.97,1.72,0.0
20231018:1210,72.75,102.17,30.63,11.68,1.66,0.0
20231018:1310,87.08,119.19,26.24,12.25,2.0,0.0
20231018:1410,16.11,32.16,19.66,12.09,1.79,0.0
20231018:1510,3.61,13.24,11.49,11.76,1.59,0.0
20231018:1610,0.0,5.43,2.3,10.94,1.52,0.0
20231018:1710,0.0,0.0,0.0,9.65,1.66,0.0
20231018:1810,0.0,0.0,0.0,8.53,1.72,0.0
20231018:1910,0.0,0.0,0.0,8.38,1.66,0.0
20231018:2010,0.0,0.0,0.0,8.18,1.52,0.0
20231018:2110,0.0,0.0,0.0,7.76,1.66,0.0
20231018:2210,0.0,0.0,0.0,7.99,1.86,0.0
20231018:2310,0.0,0.0,0.0,8.87,2.14,0.0
20231019:0010,0.0,0.0,0.0,9.7,2.55,0.0
20231019:0110,0.0,0.0,0.0,10.11,2.76,0.0
20231019:0210,0.0,0.0,0.0,9.53,2.69,0.0
20231019:0310,0.0,0.0,0.0,10.15,2.69,0.0
20231019:0410,0.0,0.0,0.0,10.18,2.9,0.0
20231019:0510,0.0,0.0,0.0,9.97,2.83,0.0
20231019:0610,0.0,2.72,2.78,9.45,2.62,0.0
20231019:0710,74.84,104.21,11.89,9.77,2.62,0.0
20231019:0810,87.61,118.77,19.93,10.67,2.69,0.0
20231019:0910,22.56,40.68,26.34,11.21,2.55,0.0
20231019:1010,64.88,92.71,30.51,11.46,2.21,0.0
20231019:1110,88.92,121.09,31.88,11.62,1.72,0.0
20231019:1210,122.66,160.83,30.26,12.43,1.59,0.0
20231019:1310,76.81,107.84,25.89,13.56,1.31,0.0
20231019:1410,36.13,58.65,19.32,14.17,1.17,0.0
20231019:1510,44.09,68.73,11.17,14.02,1.31,0.0
20231019:1610,0.24,6.34,1.99,12.92,1.66,0.0
20231019:1710,0.0,0.0,0.0,11.7,1.72,0.0
20231019:1810,0.0,0.0,0.0,11.25,1.93,0.0
20231019:1910,0.0,0.0,0.0,10.45,1.59,0.0
20231019:2010,0.0,0.0,0.0,10.71,1.79,0.0
20231019:2110,0.0,0.0,0.0,11.0,2.0,0.0
20231019:2210,0.0,0.0,0.0,11.02,2.21,0.0
20231019:2310,0.0,0.0,0.0,10.81,2.0,0.0
20231020:0010,0.0,0.0,0.0,10.74,1.93,0.0
20231020:0110,0.0,0.0,0.0,10.65,2.21,0.0
20231020:0210,0.0,0.0,0.0,10.46,2.14,0.0
20231020:0310,0.0,0.0,0.0,10.25,2.0,0.0
20231020:0410,0.0,0.0,0.0,10.1,2.14,0.0
20231020:0510,0.0,0.0,0.0,10.5,2.41,0.0
20231020:0610,0.0,2.72,2.53,10.59,2.28,0.0
20231020:0710,6.46,17.97,11.62,11.32,2.83,0.0
20231020:0810,199.03,247.72,19.64,12.5,1.86,0.0
20231020:0910,168.77,214.26,26.02,13.68,2.21,0.0
20231020:1010,161.45,206.77,30.16,15.08,3.66,0.0
20231020:1110,157.44,201.76,31.52,15.11,5.03,0.0
20231020:1210,478.4,574.16,29.9,14.37,4.48,0.0
20231020:1310,120.53,158.39,25.54,13.88,4.14,0.0
20231020:1410,25.92,45.41,18.99,13.5,3.52,0.0
20231020:1510,3.07,12.3,10.86,12.88,3.45,0.0
20231020:1610,0.0,0.91,1.69,12.16,2.83,0.0
20231020:1710,0.0,0.0,0.0,11.2,2.07,0.0
20231020:1810,0.0,0.0,0.0,10.14,2.07,0.0
20231020:1910,0.0,0.0,0.0,9.65,2.34,0.0
20231020:2010,0.0,0.0,0.0,9.43,2.21,0.0
20231020:2110,0.0,0.0,0.0,9.2,2.07,0.0
20231020:2210,0.0,0.0,0.0,9.03,2.0,0.0
20231020:2310,0.0,0.0,0.0,9.08,2.14,0.0
20231021:0010,0.0,0.0,0.0,9.47,2.69,0.0
20231021:0110,0.0,0.0,0.0,10.42,3.93,0.0
20231021:0210,0.0,0.0,0.0,10.66,4.48,0.0
20231021:0310,0.0,0.0,0.0,10.3,4.21,0.0
20231021:0410,0.0,0.0,0.0,9.93,3.79,0.0
20231021:0510,0.0,0.0,0.0,9.65,3.52,0.0
20231021:0610,1.9,9.96,2.27,9.39,3.31,0.0
20231021:0710,260.49,322.4,11.35,9.62,3.45,0.0
20231021:0810,415.99,496.06,19.34,10.49,2.76,0.0
20231021:0910,230.74,281.1,25.7,11.49,3.86,0.0
20231021:1010,224.98,276.0,29.81,11.83,3.31,0.0
20231021:1110,448.52,537.43,31.16,12.57,3.38,0.0
20231021:1210,36.38,58.65,29.54,13.18,3.31,0.0
20231021:1310,34.94,56.76,25.2,12.62,2.21,0.0
20231021:1410,10.76,24.6,18.66,12.2,1.72,0.0
20231021:1510,43.45,67.2,10.55,11.29,1.93,0.0
20231021:1610,0.0,0.91,1.4,10.64,2.28,0.0
20231021:1710,0.0,0.0,0.0,9.8,2.41,0.0
20231021:1810,0.0,0.0,0.0,9.38,2.48,0.0
20231021:1910,0.0,0.0,0.0,8.58,2.55,0.0
20231021:2010,0.0,0.0,0.0,8.12,2.48,0.0
20231021:2110,0.0,0.0,0.0,7.7,2.41,0.0
20231021:2210,0.0,0.0,0.0,7.45,2.28,0.0
20231021:2310,0.0,0.0,0.0,7.27,2.28,0.0
20231022:0010,0.0,0.0,0.0,7.36,2.34,0.0
20231022:0110,0.0,0.0,0.0,7.22,2.48,0.0
20231022:0210,0.0,0.0,0.0,7.09,2.48,0.0
20231022:0310,0.0,0.0,0.0,6.85,2.48,0.0
20231022:0410,0.0,0.0,0.0,6.6,2.48,0.0
20231022:0510,0.0,0.0,0.0,6.3,2.55,0.0
20231022:0610,0.66,7.24,2.02,6.07,2.55,0.0
20231022:0710,229.12,281.82,11.08,6.46,2.76,0.0
20231022:0810,441.21,521.15,19.05,8.17,2.62,0.0
20231022:0910,542.47,642.18,25.38,9.67,3.31,0.0
20231022:1010,319.57,381.62,29.47,10.84,3.79,0.0
20231022:1110,296.17,356.37,30.8,11.77,4.0,0.0
20231022:1210,338.24,405.62,29.19,12.47,4.0,0.0
20231022:1310,349.82,419.24,24.86,12.77,3.86,0.0
20231022:1410,233.72,286.6,18.34,12.86,3.52,0.0
20231022:1510,125.78,167.17,10.25,12.48,2.41,0.0
20231022:1610,0.0,0.0,0.0,11.53,1.38,0.0
20231022:1710,0.0,0.0,0.0,10.27,1.17,0.0
20231022:1810,0.0,0.0,0.0,9.41,0.83,0.0
20231022:1910,0.0,0.0,0.0,8.14,1.59,0.0
20231022:2010,0.0,0.0,0.0,7.51,1.45,0.0
20231022:2110,0.0,0.0,0.0,7.16,1.38,0.0
20231022:2210,0.0,0.0,0.0,7.03,1.17,0.0
20231022:2310,0.0,0.0,0.0,6.62,1.1,0.0
20231023:0010,0.0,0.0,0.0,5.98,0.83,0.0
20231023:0110,0.0,0.0,0.0,6.36,0.62,0.0
20231023:0210,0.0,0.0,0.0,6.45,0.48,0.0
20231023:0310,0.0,0.0,0.0,5.55,0.76,0.0
20231023:0410,0.0,0.0,0.0,4.62,1.31,0.0
20231023:0510,0.0,0.0,0.0,4.4,1.52,0.0
20231023:0610,0.0,2.72,1.77,4.29,1.66,0.0
20231023:0710,36.03,56.45,10.81,4.57,1.03,0.0
20231023:0810,96.74,127.32,18.76,6.36,1.1,0.0
20231023:0910,81.88,111.63,25.06,8.89,1.52,0.0
20231023:1010,46.23,70.0,29.13,9.99,1.72,0.0
20231023:1110,41.42,64.33,30.45,10.68,1.86,0.0
20231023:1210,21.83,39.73,28.84,11.19,1.79,0.0
20231023:1310,139.57,179.54,24.52,12.34,2.41,0.0
20231023:1410,127.23,165.11,18.02,12.51,2.9,0.0
20231023:1510,72.18,102.63,9.94,12.19,3.17,0.0
20231023:1610,0.0,0.0,0.0,11.55,3.38,0.0
20231023:1710,0.0,0.0,0.0,10.98,2.9,0.0
20231023:1810,0.0,0.0,0.0,10.49,2.14,0.0
20231023:1910,0.0,0.0,0.0,10.11,1.45,0.0
20231023:2010,0.0,0.0,0.0,9.2,1.31,0.0
20231023:2110,0.0,0.0,0.0,8.7,1.17,0.0
20231023:2210,0.0,0.0,0.0,8.3,1.17,0.0
20231023:2310,0.0,0.0,0.0,8.16,1.38,0.0
20231024:0010,0.0,0.0,0.0,8.23,1.66,0.0
20231024:0110,0.0,0.0,0.0,8.26,1.59,0.0
20231024:0210,0.0,0.0,0.0,8.18,1.45,0.0
20231024:0310,0.0,0.0,0.0,7.89,1.24,0.0
20231024:0410,0.0,0.0,0.0,8.19,0.62,0.0
20231024:0510,0.0,0.0,0.0,8.32,0.34,0.0
20231024:0610,0.0,1.81,1.52,7.37,1.1,0.0
20231024:0710,12.28,26.49,10.54,8.92,0.48,0.0
20231024:0810,20.54,37.84,18.46,9.67,0.14,0.0
20231024:0910,29.32,49.19,24.74,9.79,0.41,0.0
20231024:1010,26.3,45.41,28.79,10.18,0.55,0.0
20231024:1110,52.42,77.57,30.1,10.13,0.76,0.0
20231024:1210,36.06,57.7,28.49,10.35,1.03,0.0
20231024:1310,29.28,49.19,24.18,10.31,1.24,0.0
20231024:1410,12.18,26.49,17.7,10.5,1.38,0.0
20231024:1510,5.89,17.03,9.65,10.57,1.86,0.0
20231024:1610,0.0,0.0,0.0,10.14,2.0,0.0
20231024:1710,0.0,0.0,0.0,9.52,1.93,0.0
20231024:1810,0.0,0.0,0.0,9.06,2.0,0.0
20231024:1910,0.0,0.0,0.0,8.9,1.86,0.0
20231024:2010,0.0,0.0,0.0,8.84,1.72,0.0
20231024:2110,0.0,0.0,0.0,8.57,1.31,0.0
20231024:2210,0.0,0.0,0.0,8.06,1.24,0.0
20231024:2310,0.0,0.0,0.0,7.66,1.24,0.0
20231025:0010,0.0,0.0,0.0,7.4,1.31,0.0
20231025:0110,0.0,0.0,0.0,7.06,1.52,0.0
20231025:0210,0.0,0.0,0.0,6.85,1.45,0.0
20231025:0310,0.0,0.0,0.0,6.68,1.52,0.0
20231025:0410,0.0,0.0,0.0,6.32,1.79,0.0
20231025:0510,0.0,0.0,0.0,6.1,1.86,0.0
20231025:0610,0.0,0.0,0.0,6.05,1.86,0.0
20231025:0710,25.36,43.52,10.27,6.46,2.48,0.0
20231025:0810,79.21,107.55,18.17,7.43,3.17,0.0
20231025:0910,50.37,74.73,24.43,9.39,2.76,0.0
20231025:1010,115.64,151.46,28.45,11.42,3.45,0.0
20231025:1110,165.56,209.32,29.75,12.81,3.79,0.0
20231025:1210,515.33,618.55,28.14,13.4,3.79,0.0
